ID,Texapon SB 3 KC,Plantapon ACG 50,Plantapon LC 7,Plantacare 818,Plantacare 2000,Dehyton MC,Dehyton PK 45,Dehyton ML,Dehyton AB 30,Plantapon Amino SCG-L,Plantapon Amino KG-L,Dehyquart A-CA,Luviquat Excellence,Dehyquart CC6,Dehyquart CC7 Benz,Salcare Super 7,Arlypon F,Arlypon TT,Stability_Test,Turbidity_NTU,Turbidity_Error,Viscosity,Rheology_Type
778,7.73,0.00,0.00,0.00,8.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,1.94,TRUE,27,2,LOW,SHEAR-THIN
779,0.00,0.00,10.48,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,1.41,0.00,0.00,2.72,TRUE,15,0,LOW,NEWTONIAN
780,0.00,0.00,0.00,7.69,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,1.66,FALSE,NA,NA,NA,NA
781,0.00,0.00,0.00,0.00,0.00,8.45,0.00,0.00,0.00,0.00,0.00,8.47,0.00,0.00,1.28,0.00,0.00,1.04,FALSE,NA,NA,NA,NA
782,7.82,7.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.09,0.00,0.00,4.69,FALSE,NA,NA,NA,NA
783,0.00,0.00,0.00,0.00,0.00,12.71,10.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.42,0.00,0.00,2.46,FALSE,NA,NA,NA,NA
784,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.49,0.00,8.67,0.00,0.00,0.00,1.49,0.00,0.00,3.62,FALSE,NA,NA,NA,NA
785,0.00,12.39,0.00,0.00,0.00,0.00,0.00,0.00,12.57,0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,3.81,TRUE,15,1,MEDIUM,NEWTONIAN
786,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.41,0.00,0.00,0.00,10.78,0.00,0.00,3.13,0.00,0.00,2.04,FALSE,NA,NA,NA,NA
787,13.39,0.00,0.00,0.00,0.00,0.00,11.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.61,0.00,0.00,2.70,FALSE,NA,NA,NA,NA
788,15.21,0.00,0.00,0.00,0.00,0.00,0.00,6.10,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.00,4.60,TRUE,2213,303,HIGH,OTHER
789,0.00,0.00,10.08,0.00,0.00,12.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.54,0.00,0.00,2.26,TRUE,17,1,LOW,NEWTONIAN
790,0.00,0.00,0.00,0.00,0.00,11.06,0.00,0.00,0.00,11.34,0.00,0.00,0.00,0.00,3.65,0.00,0.00,3.92,FALSE,NA,NA,NA,NA
791,0.00,0.00,0.00,0.00,10.97,0.00,0.00,0.00,9.24,0.00,0.00,0.00,0.00,0.00,2.31,0.00,0.00,1.62,TRUE,134,45,MEDIUM,SHEAR-THIN
792,0.00,0.00,0.00,10.13,0.00,0.00,9.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,0.00,0.00,4.43,FALSE,NA,NA,NA,NA
793,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.96,8.82,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,3.38,FALSE,NA,NA,NA,NA
794,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.98,0.00,12.95,0.00,0.00,2.91,0.00,0.00,4.60,FALSE,NA,NA,NA,NA
795,0.00,0.00,0.00,0.00,11.81,0.00,0.00,0.00,0.00,0.00,8.44,0.00,0.00,0.00,2.91,0.00,0.00,1.87,TRUE,25,4,MEDIUM,SHEAR-THIN
796,0.00,10.11,0.00,0.00,0.00,8.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,0.00,0.00,2.77,TRUE,20,2,VERY-LOW,NEWTONIAN
797,0.00,0.00,0.00,7.43,9.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.00,0.00,4.32,TRUE,197,61,MEDIUM,SHEAR-THIN
798,0.00,0.00,7.64,0.00,0.00,0.00,0.00,0.00,8.53,0.00,0.00,0.00,0.00,0.00,2.26,0.00,0.00,2.66,TRUE,28,2,VERY-LOW,NEWTONIAN
799,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.88,0.00,9.03,0.00,0.00,0.00,0.00,1.14,0.00,0.00,4.25,FALSE,NA,NA,NA,NA
800,0.00,0.00,0.00,0.00,0.00,7.39,0.00,8.95,0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,1.80,FALSE,NA,NA,NA,NA
801,10.18,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.00,1.59,TRUE,28,3,MEDIUM,SHEAR-THIN
802,0.00,0.00,0.00,0.00,0.00,0.00,11.89,12.18,0.00,0.00,0.00,0.00,0.00,0.00,3.09,0.00,0.00,3.39,TRUE,717,54,HIGH,SHEAR-THIN
803,0.00,0.00,0.00,0.00,0.00,0.00,12.41,0.00,7.92,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,1.43,TRUE,20,1,VERY-LOW,NEWTONIAN
804,12.60,0.00,0.00,9.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,4.66,FALSE,NA,NA,NA,NA
805,0.00,0.00,10.94,0.00,0.00,0.00,13.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,0.00,0.00,1.60,TRUE,14,0,VERY-LOW,NEWTONIAN
806,0.00,0.00,0.00,0.00,7.59,0.00,8.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,4.57,FALSE,NA,NA,NA,NA
807,0.00,0.00,0.00,0.00,10.62,0.00,0.00,0.00,0.00,0.00,0.00,12.25,0.00,0.00,1.04,0.00,0.00,4.77,FALSE,NA,NA,NA,NA
808,0.00,0.00,0.00,7.03,0.00,0.00,0.00,0.00,9.57,0.00,0.00,0.00,0.00,0.00,1.62,0.00,0.00,2.01,FALSE,NA,NA,NA,NA
809,0.00,11.50,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,2.35,TRUE,14,0,VERY-LOW,NEWTONIAN
810,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.64,0.00,0.00,0.00,2.25,0.00,0.00,1.36,TRUE,3876,317,MEDIUM,SHEAR-THIN
811,0.00,9.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.57,0.00,0.00,0.00,2.66,0.00,0.00,2.96,FALSE,NA,NA,NA,NA
812,0.00,0.00,9.40,0.00,0.00,0.00,0.00,0.00,10.04,0.00,0.00,0.00,0.00,0.00,2.99,0.00,0.00,1.62,TRUE,13,0,VERY-LOW,NEWTONIAN
813,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.28,0.00,0.00,12.23,0.00,0.00,1.75,0.00,0.00,3.01,TRUE,255,33,HIGH,SHEAR-THIN
814,0.00,0.00,0.00,7.53,0.00,0.00,0.00,5.94,0.00,0.00,0.00,0.00,0.00,0.00,2.39,0.00,0.00,4.68,FALSE,NA,NA,NA,NA
815,0.00,0.00,12.27,0.00,0.00,0.00,0.00,0.00,0.00,8.34,0.00,0.00,0.00,0.00,1.73,0.00,0.00,4.70,FALSE,NA,NA,NA,NA
816,0.00,0.00,7.37,0.00,0.00,0.00,0.00,0.00,0.00,11.77,0.00,0.00,0.00,0.00,2.99,0.00,0.00,2.19,FALSE,NA,NA,NA,NA
817,7.93,0.00,0.00,0.00,9.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.26,0.00,0.00,4.45,FALSE,NA,NA,NA,NA
818,6.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.70,0.00,0.00,2.22,0.00,0.00,4.10,FALSE,NA,NA,NA,NA
819,0.00,0.00,0.00,0.00,0.00,12.37,0.00,0.00,0.00,0.00,9.03,0.00,0.00,0.00,1.20,0.00,0.00,3.49,FALSE,NA,NA,NA,NA
820,0.00,0.00,12.27,0.00,8.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,0.00,0.00,2.46,TRUE,14,0,LOW,NEWTONIAN
821,0.00,0.00,0.00,0.00,9.09,0.00,0.00,9.23,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,3.56,FALSE,NA,NA,NA,NA
822,0.00,0.00,12.09,0.00,0.00,0.00,12.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75,0.00,0.00,0.26,TRUE,15,1,VERY-LOW,NEWTONIAN
